token,lemma,pos
marched,march,VERB
Allenby,Allenby,INTJ
",",",",PUNCT
the,the,DET
football,football,NOUN
captain,captain,NOUN
",",",",PUNCT
slim,slim,ADJ
and,and,CCONJ
defiant,defiant,ADJ
",",",",PUNCT
as,as,SCONJ
if,if,SCONJ
aware,aware,ADJ
that,that,SCONJ
this,this,DET
year,year,NOUN
the,the,DET
hopes,hope,NOUN
of,of,ADP
the,the,DET
college,college,NOUN
rested,rest,VERB
on,on,ADP
him,he,PRON
",",",",PUNCT
that,that,SCONJ
his,he,PRON
hundred,hundr,VERB
-,-,PUNCT
and,and,CCONJ
-,-,PUNCT
sixty,sixty,NOUN
pounds,pound,NOUN
were,be,AUX
expected,expect,VERB
to,to,PART
dodge,dodge,VERB
to,to,ADP
victory,victory,NOUN
through,through,ADP
the,the,DET
heavy,heavy,ADJ
blue,blue,NOUN
and,and,CCONJ
crimson,crimson,NOUN
lines,line,NOUN
.,.,PUNCT
Fascinated,Fascinated,VERB
",",",",PUNCT
Amory,Amory,PROPN
watched,watch,VERB
each,each,DET
rank,rank,NOUN
of,of,ADP
linked,link,VERB
arms,arm,NOUN
as,as,SCONJ
it,it,PRON
came,come,VERB
abreast,abreast,ADV
",",",",PUNCT
the,the,DET
faces,fax,NOUN
indistinct,indistinct,ADV
above,above,ADP
the,the,DET
polo,polo,NOUN
shirts,shirt,NOUN
",",",",PUNCT
the,the,DET
voices,voice,NOUN
blent,blend,ADJ
in,in,ADP
a,a,DET
paean,paean,NOUN
of,of,ADP
triumph,triumph,NOUN
--,--,PUNCT
and,and,CCONJ
then,then,ADV
the,the,DET
procession,procession,NOUN
passed,pass,VERB
through,through,ADP
shadowy,shadowy,ADJ
Campbell,Campbell,PROPN
Arch,Arch,PROPN
",",",",PUNCT
and,and,CCONJ
the,the,DET
voices,voice,NOUN
grew,grow,VERB
fainter,fainter,NOUN
as,as,SCONJ
it,it,PRON
wound,wound,ADV
eastward,eastward,ADV
over,over,ADP
the,the,DET
campus,campus,NOUN
.,.,PUNCT
The,the,DET
minutes,minute,NOUN
passed,pass,VERB
and,and,CCONJ
Amory,Amory,PROPN
sat,sit,VERB
there,there,ADV
very,very,ADV
quietly,quietly,ADV
.,.,PUNCT
He,he,PRON
regretted,regrett,VERB
the,the,DET
rule,rule,VERB
that,that,PRON
would,would,AUX
forbid,forbid,VERB
freshmen,freshmen,ADV
to,to,PART
be,be,AUX
outdoors,outdoors,ADV
after,after,ADP
curfew,curfew,NOUN
",",",",PUNCT
for,for,ADP
he,he,PRON
wanted,want,VERB
to,to,PART
ramble,ramble,VERB
through,through,ADP
the,the,DET
shadowy,shadowy,NOUN
scented,scent,VERB
lanes,lane,NOUN
",",",",PUNCT
where,where,ADV
Witherspoon,Witherspoon,PROPN
brooded,brood,VERB
like,like,ADP
a,a,DET
dark,dark,ADJ
mother,mother,NOUN
over,over,ADP
Whig,Whig,PROPN
and,and,CCONJ
Clio,Clio,PROPN
",",",",PUNCT
her,she,PRON
Attic,Attic,ADJ
children,child,NOUN
",",",",PUNCT
where,where,ADV
the,the,DET
black,black,ADJ
Gothic,Gothic,ADJ
snake,snake,NOUN
of,of,ADP
Little,Little,PROPN
curled,curl,VERB
down,down,ADV
to,to,ADP
Cuyler,Cuyler,PROPN
and,and,CCONJ
Patton,Patton,PROPN
",",",",PUNCT
these,these,DET
in,in,ADP
turn,turn,NOUN
flinging,flinge,VERB
the,the,DET
mystery,mystery,NOUN
out,out,ADV
over,over,ADP
the,the,DET
placid,placid,NOUN
slope,slope,SCONJ
rolling,roll,VERB
to,to,ADP
the,the,DET
lake,lake,NOUN
.,.,PUNCT
*****,*****,PUNCT
Princeton,Princeton,PROPN
of,of,ADP
the,the,DET
daytime,daytime,NOUN
filtered,filter,VERB
slowly,slowly,ADV
into,into,ADP
his,he,PRON
consciousness,consciousness,NOUN
--,--,PUNCT
West,west,PROPN
and,and,CCONJ
Reunion,Reunion,PROPN
",",",",PUNCT
redolent,redolent,NOUN
of,of,ADP
the,the,DET
sixties,sixty,NOUN
",",",",PUNCT
Seventy,Seventy,NUM
-nine,-nine,NUM
Hall,hall,NOUN
",",",",PUNCT
brick,brick,NOUN
-,-,PUNCT
red,red,ADJ
and,and,CCONJ
arrogant,arrogant,ADV
",",",",PUNCT
Upper,upper,PROPN
and,and,CCONJ
Lower,lower,PROPN
Pyne,Pyne,PROPN
",",",",PUNCT
aristocratic,aristocratic,ADJ
Elizabethan,Elizabethan,PROPN
ladies,lady,NOUN
not,not,PART
quite,quite,DET
content,content,NOUN
to,to,PART
live,live,VERB
among,among,ADP
shopkeepers,shopkeeper,NOUN
",",",",PUNCT
and,and,CCONJ
",",",",PUNCT
topping,top,VERB
all,all,ADV
",",",",PUNCT
climbing,climbe,VERB
with,with,ADP
clear,clear,ADJ
blue,blue,ADJ
aspiration,aspiration,NOUN
",",",",PUNCT
the,the,DET
great,great,ADJ
dreaming,dreaming,NOUN
spires,spire,NOUN
of,of,ADP
Holder,holder,PROPN
and,and,CCONJ
Cleveland,Cleveland,PROPN
towers,towers,NOUN
.,.,PUNCT
From,from,ADP
the,the,DET
first,first,ADJ
he,he,PRON
loved,love,VERB
Princeton,Princeton,PROPN
--,--,PUNCT
its,its,PRON
lazy,lazy,ADJ
beauty,beauty,NOUN
",",",",PUNCT
it,it,PRON
s,be,AUX
half,half,ADV
-,-,PUNCT
grasped,grasp,VERB
significance,significance,ADV
",",",",PUNCT
the,the,DET
wild,wild,ADJ
moonlight,moonlight,NOUN
revel,revel,NOUN
of,of,ADP
the,the,DET
rushes,rush,NOUN
",",",",PUNCT
the,the,DET
handsome,handsome,NOUN
",",",",PUNCT
prosperous,prosperous,ADJ
big,big,ADJ
-,-,PUNCT
game,game,NOUN
crowds,crowd,NOUN
",",",",PUNCT
and,and,CCONJ
under,under,ADP
it,it,PRON
all,all,DET
the,the,DET
air,air,NOUN
of,of,ADP
struggle,struggle,NOUN
that,that,PRON
pervaded,pervad,VERB
his,he,PRON
class,class,NOUN
.,.,PUNCT
From,from,ADP
the,the,DET
day,day,NOUN
when,when,ADV
",",",",PUNCT
wild,wild,ADJ
-,-,PUNCT
eyed,ey,VERB
and,and,CCONJ
exhausted,exhaust,VERB
",",",",PUNCT
the,the,DET
jerseyed,jersey,VERB
freshmen,freshmen,ADV
sat,sat,VERB
in,in,ADP
the,the,DET
gymnasium,gymnasium,NOUN
and,and,CCONJ
elected,elect,VERB
some,some,DET
one,one,NOUN
from,from,ADP
Hill,Hill,PROPN
School,School,NOUN
class,class,NOUN
president,president,PROPN
",",",",PUNCT
a,a,DET
Lawrenceville,Lawrenceville,ADJ
celebrity,celebrity,NOUN
vice,vice,NOUN
-president,-president,NOUN
",",",",PUNCT
a,a,DET
hockey,hockey,NOUN
star,star,NOUN
from,from,ADP
St.,St.,PROPN
Paul,Paul,PROPN
's,'s,PART
secretary,secretary,NOUN
",",",",PUNCT
up,up,ADV
until,until,ADP
the,the,DET
end,end,NOUN
of,of,ADP
sophomore,sophomore,NOUN
year,year,NOUN
it,it,PRON
never,never,ADV
ceased,cease,VERB
",",",",PUNCT
that,that,SCONJ
breathless,breathless,ADJ
social,social,ADJ
system,system,NOUN
",",",",PUNCT
that,that,DET
worship,worship,NOUN
",",",",PUNCT
seldom,seldom,ADV
named,name,VERB
",",",",PUNCT
never,never,ADV
really,really,ADV
admitted,admit,ADJ
",",",",PUNCT
of,of,ADP
the,the,DET
bogey,bogey,NOUN
"""","""",PUNCT
Big,big,ADJ
Man,man,NOUN
.,.,PUNCT
"""","""",PUNCT
First,first,ADV
it,it,PRON
was,be,AUX
schools,school,NOUN
",",",",PUNCT
and,and,CCONJ
Amory,Amory,PROPN
",",",",PUNCT
alone,alone,ADV
from,from,ADP
St.,St.,PROPN
Regis,Regis,PROPN
',',PUNCT
",",",",PUNCT
watched,watch,VERB
the,the,DET
crowds,crowd,NOUN
form,form,VERB
and,and,CCONJ
widen,widen,ADV
and,and,CCONJ
form,form,VERB
again,again,ADV
;,;,PUNCT
St.,St.,PROPN
Paul,Paul,PROPN
's,'s,PART
",",",",PUNCT
Hill,hill,PROPN
",",",",PUNCT
Pomfret,Pomfret,PROPN
",",",",PUNCT
eating,eat,VERB
at,at,ADP
certain,certain,ADJ
tacitly,tacitly,ADV
reserved,reserve,VERB
tables,table,NOUN
in,in,ADP
Commons,Commons,NOUN
",",",",PUNCT
dressing,dress,VERB
in,in,ADP
their,they,PRON
own,own,ADJ
corners,corner,NOUN
of,of,ADP
the,the,DET
gymnasium,gymnasium,NOUN
",",",",PUNCT
and,and,CCONJ
drawing,draw,VERB
unconsciously,unconsciously,ADV
about,about,ADP
them,they,PRON
a,a,DET
barrier,barrier,NOUN
of,of,ADP
the,the,DET
slightly,slightly,ADV
less,less,ADV
important,important,ADJ
but,but,CCONJ
socially,socially,ADV
ambitious,ambitious,ADJ
to,to,PART
protect,protect,VERB
them,they,PRON
from,from,ADP
the,the,DET
friendly,friendly,ADJ
",",",",PUNCT
rather,rather,ADV
puzzled,puzzl,VERB
high,high,ADJ
-,-,PUNCT
school,school,NOUN
element,element,NOUN
.,.,PUNCT
From,from,ADP
the,the,DET
moment,moment,NOUN
he,he,PRON
realized,realize,VERB
this,this,DET
Amory,Amory,NOUN
resented,resent,VERB
social,social,ADJ
barriers,barriers,NOUN
as,as,ADP
artificial,artificial,ADJ
distinctions,distinctions,NOUN
made,make,VERB
by,by,ADP
the,the,DET
strong,strong,ADJ
to,to,PART
bolster,bolster,VERB
up,up,ADP
their,they,PRON
weak,weak,ADJ
retainers,retainer,NOUN
and,and,CCONJ
keep,keep,VERB
out,out,ADP
the,the,DET
almost,almost,ADV
strong,strong,ADJ
.,.,PUNCT
Having,have,AUX
decided,decide,VERB
to,to,PART
be,be,AUX
one,one,NUM
of,of,ADP
the,the,DET
gods,gods,NOUN
of,of,ADP
the,the,DET
class,class,NOUN
",",",",PUNCT
he,he,PRON
reported,report,VERB
for,for,ADP
freshman,freshman,ADJ
football,football,NOUN
practice,practice,NOUN
",",",",PUNCT
but,but,CCONJ
in,in,ADP
the,the,DET
second,second,ADJ
week,week,NOUN
",",",",PUNCT
playing,play,VERB
quarter,quarter,ADJ
-,-,PUNCT
back,back,NOUN
",",",",PUNCT
already,already,ADV
paragraphed,paragraph,VERB
in,in,ADP
corners,corner,NOUN
of,of,ADP
the,the,DET
Princetonian,Princetonian,PROPN
",",",",PUNCT
he,he,PRON
wrenched,wrench,VERB
his,he,PRON
knee,knee,NOUN
seriously,seriously,ADV
enough,enough,ADJ
to,to,PART
put,put,VERB
him,he,PRON
out,out,ADP
for,for,ADP
the,the,DET
rest,rest,NOUN
of,of,ADP
the,the,DET
season,season,NOUN
.,.,PUNCT
This,this,PRON
forced,force,VERB
him,he,PRON
to,to,PART
retire,retire,VERB
and,and,CCONJ
consider,consider,VERB
the,the,DET
situation,situation,NOUN
.,.,PUNCT
"""","""",PUNCT
12,12,X
Univee,Univee,PROPN
"""","""",PUNCT
housed,house,VERB
a,a,DET
dozen,dozen,NOUN
miscellaneous,miscellaneous,ADJ
question,question,NOUN
-,-,PUNCT
marks,marks,NOUN
.,.,PUNCT
There,there,PRON
were,be,VERB
three,three,NUM
or,or,CCONJ
four,four,NUM
inconspicuous,inconspicuous,NOUN
and,and,CCONJ
quite,quite,DET
startled,startle,VERB
boys,boy,NOUN
from,from,ADP
Lawrenceville,Lawrenceville,PROPN
",",",",PUNCT
two,two,NUM
amateur,amateu,NUM
wild,wild,ADJ
men,men,NOUN
from,from,ADP
a,a,DET
New,New,PROPN
York,York,PROPN
private,private,ADJ
school,school,NOUN
(,(,PUNCT
Kerry,Kerry,PROPN
Holiday,holiday,PROPN
christened,christen,VERB
them,they,PRON
the,the,DET
"""","""",PUNCT
plebeian,plebeian,ADJ
drunks,drunk,NOUN
"""","""",PUNCT
),),PUNCT
",",",",PUNCT
a,a,DET
Jewish,jewish,ADJ
youth,youth,NOUN
",",",",PUNCT
also,also,ADV
from,from,ADP
New,New,PROPN
York,York,PROPN
",",",",PUNCT
and,and,CCONJ
",",",",PUNCT
as,as,ADP
compensation,compensation,NOUN
for,for,ADP
Amory,Amory,PROPN
",",",",PUNCT
the,the,DET
two,two,NUM
Holidays,holidays,PROPN
",",",",PUNCT
to,to,ADP
whom,whom,PRON
he,he,PRON
took,take,VERB
an,a,DET
instant,instant,ADJ
fancy,fancy,NOUN
.,.,PUNCT
The,the,DET
Holidays,holidays,NOUN
were,be,AUX
rumored,rumor,VERB
twins,twin,NOUN
",",",",PUNCT
but,but,CCONJ
really,really,ADV
the,the,DET
dark,dark,ADJ
-,-,PUNCT
haired,hair,NOUN
one,one,NUM
",",",",PUNCT
Kerry,Kerry,PROPN
",",",",PUNCT
was,be,AUX
a,a,DET
year,year,NOUN
older,older,ADJ
than,than,ADP
his,he,PRON
blond,blond,ADJ
brother,brother,NOUN
",",",",PUNCT
Burne,Burne,PROPN
.,.,PUNCT
Kerry,Kerry,PROPN
was,be,AUX
tall,tall,ADJ
",",",",PUNCT
with,with,ADP
humorous,humorous,ADJ
gray,gray,ADJ
eyes,eye,NOUN
",",",",PUNCT
and,and,CCONJ
a,a,DET
sudden,sudden,ADV
",",",",PUNCT
attractive,attractive,ADJ
smile,smile,NOUN
;,;,PUNCT
he,he,PRON
became,become,VERB
at,at,ADP
once,once,ADV
the,the,DET
mentor,mentor,NOUN
of,of,ADP
the,the,DET
house,house,NOUN
",",",",PUNCT
reaper,reaper,ADP
of,of,ADP
ears,ears,NOUN
that,that,PRON
grew,grow,VERB
too,too,ADV
high,high,ADJ
",",",",PUNCT
censor,censor,NOUN
of,of,ADP
conceit,conceit,NOUN
",",",",PUNCT
vendor,vendor,NOUN
of,of,ADP
rare,rare,ADJ
",",",",PUNCT
satirical,satirical,ADJ
humor,humor,NOUN
.,.,PUNCT
Amory,Amory,INTJ
spread,spread,VERB
the,the,DET
table,table,NOUN
of,of,ADP
their,they,PRON
future,future,ADJ
friendship,friendship,NOUN
with,with,ADP
all,all,DET
his,he,PRON
ideas,idea,NOUN
of,of,ADP
what,what,DET
college,college,NOUN
should,should,AUX
and,and,CCONJ
did,do,AUX
mean,mean,VERB
.,.,PUNCT
Kerry,Kerry,PROPN
",",",",PUNCT
not,not,PART
inclined,incline,ADJ
as,as,SCONJ
yet,yet,ADV
to,to,PART
take,take,VERB
things,thing,NOUN
seriously,seriously,ADV
",",",",PUNCT
chided,chide,VERB
him,he,PRON
gently,gently,ADV
for,for,SCONJ
being,be,AUX
curious,curious,ADJ
at,at,ADP
this,this,DET
inopportune,inopportune,ADJ
time,time,NOUN
about,about,ADP
the,the,DET
intricacies,intricacy,NOUN
of,of,ADP
the,the,DET
social,social,ADJ
system,system,NOUN
",",",",PUNCT
but,but,CCONJ
liked,like,VERB
him,he,PRON
and,and,CCONJ
was,be,AUX
both,both,CCONJ
interested,interested,ADJ
and,and,CCONJ
amused,amused,ADJ
.,.,PUNCT
Burne,Burne,PROPN
",",",",PUNCT
fair,fair,ADJ
-,-,PUNCT
haired,haired,ADJ
",",",",PUNCT
silent,silent,ADJ
",",",",PUNCT
and,and,CCONJ
intent,intent,NOUN
",",",",PUNCT
appeared,appear,VERB
in,in,ADP
the,the,DET
house,house,NOUN
only,only,ADV
as,as,ADP
a,a,DET
busy,busy,ADJ
apparition,apparition,NOUN
",",",",PUNCT
gliding,glid,VERB
in,in,ADV
quietly,quietly,ADV
at,at,ADP
night,night,NOUN
and,and,CCONJ
off,off,ADV
again,again,ADV
in,in,ADP
the,the,DET
early,early,ADJ
morning,morning,NOUN
to,to,PART
get,get,VERB
up,up,ADP
his,he,PRON
work,work,NOUN
in,in,ADP
the,the,DET
library,library,NOUN
--,--,PUNCT
he,he,PRON
was,be,AUX
out,out,ADV
for,for,ADP
the,the,DET
Princetonian,Princetonian,ADJ
",",",",PUNCT
competing,compete,VERB
furiously,furiously,ADV
against,against,ADP
forty,forty,ADJ
others,other,NOUN
for,for,ADP
the,the,DET
coveted,covet,VERB
first,first,ADJ
place,place,NOUN
.,.,PUNCT
In,in,ADP
December,December,PROPN
he,he,PRON
came,come,VERB
down,down,ADV
with,with,ADP
diphtheria,diphtheria,NOUN
",",",",PUNCT
and,and,CCONJ
some,some,DET
one,one,NOUN
else,else,ADV
won,win,VERB
the,the,DET
competition,competition,NOUN
",",",",PUNCT
but,but,CCONJ
",",",",PUNCT
returning,return,VERB
to,to,PART
college,college,VERB
in,in,ADP
February,February,PROPN
",",",",PUNCT
he,he,PRON
dauntlessly,dauntlessly,ADV
went,go,VERB
after,after,ADP
the,the,DET
prize,prize,NOUN
again,again,ADV
.,.,PUNCT
Necessarily,necessarily,ADV
",",",",PUNCT
Amory,Amory,PROPN
's,'s,PART
acquaintance,acquaintance,NOUN
with,with,ADP
him,he,PRON
was,be,AUX
in,in,ADP
the,the,DET
way,way,NOUN
of,of,ADP
three-minute,three-minute,ADJ
chats,chat,NOUN
",",",",PUNCT
walking,walk,NOUN
to,to,ADP
and,and,CCONJ
from,from,ADP
lectures,lecture,NOUN
",",",",PUNCT
so,so,ADV
he,he,PRON
failed,fail,VERB
to,to,PART
penetrate,penetrate,VERB
Burne,Burne,PROPN
's,'s,PART
one,one,NUM
absorbing,absorb,NOUN
interest,interest,NOUN
and,and,CCONJ
find,find,VERB
what,what,PRON
lay,lay,VERB
beneath,beneath,ADP
it,it,PRON
.,.,PUNCT
Amory,Amory,PROPN
was,be,AUX
far,far,ADJ
from,from,ADP
contented,content,VERB
.,.,PUNCT
He,he,PRON
missed,miss,VERB
the,the,DET
place,place,NOUN
he,he,PRON
had,have,AUX
won,win,VERB
at,at,ADP
St.,St.,PROPN
Regis,Regis,PROPN
',',PUNCT
",",",",PUNCT
the,the,DET
being,be,AUX
known,know,VERB
and,and,CCONJ
admired,admire,VERB
",",",",PUNCT
yet,yet,CCONJ
Princeton,Princeton,PROPN
stimulated,stimulate,VERB
him,he,PRON
",",",",PUNCT
and,and,CCONJ
there,there,PRON
were,be,VERB
many,many,ADJ
things,thing,NOUN
ahead,ahead,ADV
calculated,calculate,VERB
to,to,PART
arouse,arouse,VERB
the,the,DET
Machiavelli,Machiavelli,PROPN
latent,latent,NOUN
in,in,ADP
him,he,PRON
",",",",PUNCT
could,could,AUX
he,he,PRON
but,but,CCONJ
insert,insert,VERB
a,a,DET
wedge,wedge,NOUN
.,.,PUNCT
The,the,DET
upper-,upper-,SYM
class,class,NOUN
clubs,club,NOUN
",",",",PUNCT
concerning,concerning,VERB
which,which,PRON
he,he,PRON
had,have,AUX
pumped,pumpe,VERB
a,a,DET
reluctant,reluctant,ADJ
graduate,graduate,NOUN
during,during,ADP
the,the,DET
previous,previous,ADJ
summer,summer,NOUN
",",",",PUNCT
excited,excite,VERB
his,he,PRON
curiosity,curiosity,NOUN
:,:,PUNCT
Ivy,Ivy,INTJ
",",",",PUNCT
detached,detach,VERB
and,and,CCONJ
breathlessly,breathlessly,ADV
aristocratic,aristocratic,ADJ
;,;,PUNCT
Cottage,Cottage,INTJ
",",",",PUNCT
an,a,DET
impressive,impressive,ADJ
melange,melange,NOUN
of,of,ADP
brilliant,brilliant,ADJ
adventurers,adventurer,NOUN
and,and,CCONJ
well,well,ADV
-,-,PUNCT
dressed,dress,VERB
philanderers,philanderer,NOUN
;,;,PUNCT
Tiger,Tiger,PROPN
Inn,inn,PROPN
",",",",PUNCT
broad,broad,ADJ
-,-,PUNCT
shouldered,shouldere,ADJ
and,and,CCONJ
athletic,athletic,ADJ
",",",",PUNCT
vitalized,vitalize,VERB
by,by,ADP
an,a,DET
honest,honest,ADJ
elaboration,elaboration,NOUN
of,of,ADP
prep,prep,ADJ
-school,-school,NOUN
standards,standard,NOUN
;,;,PUNCT
Cap,cap,PROPN
and,and,CCONJ
Gown,gown,PROPN
",",",",PUNCT
anti-alcoholic,anti-alcoholic,ADJ
",",",",PUNCT
faintly,faintly,ADV
religious,religious,ADJ
and,and,CCONJ
politically,politically,ADV
powerful,powerful,ADJ
;,;,PUNCT
flamboya,flamboya,ADJ
nt,not,NOUN
Colonial,Colonial,ADJ
;,;,PUNCT
literary,literary,ADJ
Quadrangle,Quadrangle,NOUN
;,;,PUNCT
and,and,CCONJ
the,the,DET
dozen,dozen,NOUN
others,other,NOUN
",",",",PUNCT
varying,varie,VERB
in,in,ADP
age,age,NOUN
and,and,CCONJ
position,position,NOUN
.,.,PUNCT
Anything,anything,PRON
which,which,PRON
brought,bring,VERB
an,a,DET
under,under,ADP
classman,classman,NOUN
into,into,SCONJ
too,too,ADV
glaring,glar,VERB
a,a,DET
light,light,NOUN
was,be,AUX
labelled,label,VERB
with,with,ADP
the,the,DET
damning,damning,NOUN
brand,brand,NOUN
of,of,ADP
"""","""",PUNCT
running,run,VERB
it,it,PRON
out,out,ADP
.,.,PUNCT
"""","""",PUNCT
The,the,DET
movies,movie,NOUN
thrived,thrive,VERB
on,on,ADP
caustic,caustic,ADJ
comments,comment,NOUN
",",",",PUNCT
but,but,CCONJ
the,the,DET
men,man,NOUN
who,who,PRON
made,make,VERB
them,they,PRON
were,be,AUX
generally,generally,ADV
running,run,VERB
it,it,PRON
out,out,ADP
;,;,PUNCT
talking,talk,VERB
of,of,ADP
clubs,club,NOUN
was,be,AUX
running,run,VERB
it,it,PRON
out,out,ADP
;,;,PUNCT
standing,stand,VERB
for,for,ADP
anything,anything,PRON
very,very,ADV
strongly,strongly,ADV
",",",",PUNCT
as,as,SCONJ
",",",",PUNCT
for,for,ADP
instance,instance,NOUN
",",",",PUNCT
drinking,drink,VERB
parties,party,NOUN
or,or,CCONJ
teetotalling,teetotalling,NOUN
",",",",PUNCT
was,be,AUX
running,run,VERB
it,it,PRON
out,out,ADP
;,;,PUNCT
in,in,ADP
short,short,ADJ
",",",",PUNCT
being,be,AUX
personally,personally,ADV
conspicuous,conspicuous,NOUN
was,be,AUX
not,not,PART
tolerated,tolerat,VERB
",",",",PUNCT
and,and,CCONJ
the,the,DET
influential,influential,ADJ
man,man,NOUN
was,be,AUX
the,the,DET
non-committal,non-committal,ADJ
man,man,NOUN
",",",",PUNCT
until,until,SCONJ
at,at,ADP
club,club,NOUN
elections,election,NOUN
in,in,ADP
sophomore,sophomore,ADJ
year,year,NOUN
every,every,DET
one,one,NOUN
should,should,AUX
be,be,AUX
sewed,sew,VERB
up,up,ADP
in,in,ADP
some,some,DET
bag,bag,NOUN
for,for,ADP
the,the,DET
rest,rest,NOUN
of,of,ADP
his,he,PRON
college,college,NOUN
career,career,NOUN
.,.,PUNCT
Amory,Amory,PROPN
found,find,VERB
that,that,SCONJ
writing,write,VERB
for,for,ADP
the,the,DET
Nassau,Nassau,PROPN
Literary,Literary,PROPN
Magazine,magazine,PROPN
would,would,AUX
get,get,VERB
him,he,PRON
nothing,nothing,PRON
",",",",PUNCT
but,but,CCONJ
that,that,SCONJ
being,be,AUX
on,on,ADP
the,the,DET
board,board,NOUN
of,of,ADP
the,the,DET
Daily,Daily,PROPN
Princetonian,Princetonian,PROPN
would,would,AUX
get,get,VERB
any,any,DET
one,one,NUM
a,a,DET
good,good,ADJ
deal,deal,NOUN
.,.,PUNCT
His,he,PRON
vague,vague,ADJ
desire,desire,NOUN
to,to,PART
do,do,VERB
immortal,immortal,ADJ
acting,act,NOUN
with,with,ADP
the,the,DET
English,english,PROPN
Dramatic,dramatic,PROPN
Association,Association,PROPN
faded,fade,VERB
out,out,ADV
when,when,ADV
he,he,PRON
found,find,VERB
that,that,SCONJ
the,the,DET
most,most,ADV
ingenious,ingenious,ADJ
brains,brains,NOUN
and,and,CCONJ
talents,talents,NOUN
were,be,AUX
concentrated,concentrate,VERB
upon,upon,ADP
the,the,DET
Triangle,Triangle,PROPN
Club,Club,PROPN
",",",",PUNCT
a,a,DET
musical,musical,ADJ
comedy,comedy,ADJ
organization,organization,NOUN
that,that,PRON
every,every,DET
year,year,NOUN
took,take,VERB
a,a,DET
great,great,ADJ
Christmas,Christmas,PROPN
trip,trip,NOUN
.,.,PUNCT
In,in,ADP
the,the,DET
meanwhile,meanwhile,NOUN
",",",",PUNCT
feeling,feel,VERB
strangely,strangely,ADV
alone,alone,ADV
and,and,CCONJ
restless,restless,ADV
in,in,ADP
Commons,Commons,PROPN
",",",",PUNCT
with,with,ADP
new,new,ADJ
desires,desire,NOUN
and,and,CCONJ
ambitions,ambitions,NOUN
stirring,stirr,VERB
in,in,ADP
his,he,PRON
mind,mind,NOUN
",",",",PUNCT
he,he,PRON
let,let,VERB
the,the,DET
first,first,ADJ
term,term,NOUN
go,go,VERB
by,by,ADP
between,between,ADP
an,a,DET
envy,envy,NOUN
of,of,ADP
the,the,DET
embryo,embryo,NOUN
successes,successe,NOUN
and,and,CCONJ
a,a,DET
puzzled,puzzl,VERB
fretting,fretting,NOUN
with,with,ADP
Kerry,Kerry,PROPN
as,as,ADP
to,to,SCONJ
why,why,ADV
they,they,PRON
were,be,AUX
not,not,PART
accepted,accept,VERB
immediately,immediately,ADV
among,among,ADP
the,the,DET
elite,elite,ADJ
of,of,ADP
the,the,DET
class,class,NOUN
.,.,PUNCT
Many,many,ADJ
afternoons,afternoon,NOUN
they,they,PRON
lounged,lounge,VERB
in,in,ADP
the,the,DET
windows,window,NOUN
of,of,ADP
12,12,NUM
Univee,Univee,PROPN
and,and,CCONJ
watched,watch,VERB
the,the,DET
class,class,NOUN
pass,pass,NOUN
to,to,ADP
and,and,CCONJ
from,from,ADP
Commons,Commons,PROPN
",",",",PUNCT
noting,note,VERB
satellites,satellites,NOUN
already,already,ADV
attaching,attach,VERB
themselves,themselves,PRON
to,to,ADP
the,the,DET
more,more,ADV
prominent,prominent,ADJ
",",",",PUNCT
watching,watch,VERB
the,the,DET
lonely,lonely,ADJ
grind,grind,NOUN
with,with,ADP
his,he,PRON
hurried,hurry,VERB
step,step,NOUN
and,and,CCONJ
downcast,downcast,NOUN
eye,eye,NOUN
",",",",PUNCT
envying,envy,VERB
the,the,DET
happy,happy,ADJ
security,security,NOUN
of,of,ADP
the,the,DET
big,big,ADJ
school,school,NOUN
groups,group,NOUN
.,.,PUNCT
"""","""",PUNCT
We,we,PRON
're,be,AUX
the,the,DET
damned,damned,VERB
middle,middle,ADJ
class,class,NOUN
",",",",PUNCT
that,that,PRON
's,be,VERB
what,what,PRON
!,!,PUNCT
"""","""",PUNCT
he,he,PRON
complained,complain,VERB
to,to,ADP
Kerry,Kerry,PROPN
one,one,NUM
day,day,NOUN
as,as,SCONJ
he,he,PRON
lay,lay,VERB
stretched,stretch,VERB
out,out,ADP
on,on,ADP
the,the,DET
sofa,sofa,NOUN
",",",",PUNCT
consuming,consum,VERB
a,a,DET
family,family,NOUN
of,of,ADP
Fatimas,Fatimas,PROPN
with,with,ADP
contemplative,contemplative,ADJ
precision,precision,NOUN
.,.,PUNCT
"""","""",PUNCT
Well,well,INTJ
",",",",PUNCT
why,why,ADV
not,not,PART
?,?,PUNCT
We,we,PRON
came,come,VERB
to,to,ADP
Princeton,Princeton,PROPN
so,so,ADV
we,we,PRON
could,could,AUX
feel,feel,VERB
that,that,DET
way,way,NOUN
toward,toward,ADV
the,the,DET
small,small,ADJ
colleges,college,NOUN
--,--,PUNCT
have,have,VERB
it,it,PRON
on,on,ADP
'em,'em,NOUN
",",",",PUNCT
more,more,ADJ
self,self,NOUN
-,-,PUNCT
confidence,confidence,NOUN
",",",",PUNCT
dress,dress,NOUN
better,better,ADV
",",",",PUNCT
cut,cut,VERB
a,a,DET
swathe,swathe,NOUN
--,--,PUNCT
"""","""",PUNCT
"""","""",PUNCT
Oh,oh,INTJ
",",",",PUNCT
it,it,PRON
is,be,AUX
n't,not,PART
that,that,SCONJ
I,I,PRON
mind,mind,VERB
the,the,DET
glittering,glitter,VERB
